race_id,season,round,race_name,date,time,circuit_id
1986_5,1986,5,Belgian Grand Prix,5/25/1986,,spa
1986_6,1986,6,Canadian Grand Prix,6/15/1986,,villeneuve
1986_7,1986,7,Detroit Grand Prix,6/22/1986,,detroit
1986_8,1986,8,French Grand Prix,7/6/1986,,ricard
1986_9,1986,9,British Grand Prix,7/13/1986,,brands_hatch
1986_10,1986,10,German Grand Prix,7/27/1986,,hockenheimring
1986_11,1986,11,Hungarian Grand Prix,8/10/1986,,hungaroring
1986_12,1986,12,Austrian Grand Prix,8/17/1986,,red_bull_ring
1986_13,1986,13,Italian Grand Prix,9/7/1986,,monza
1986_14,1986,14,Portuguese Grand Prix,9/21/1986,,estoril
1986_15,1986,15,Mexican Grand Prix,10/12/1986,,rodriguez
1986_16,1986,16,Australian Grand Prix,10/26/1986,,adelaide
1987_1,1987,1,Brazilian Grand Prix,4/12/1987,,jacarepagua
1987_2,1987,2,San Marino Grand Prix,5/3/1987,,imola
1987_3,1987,3,Belgian Grand Prix,5/17/1987,,spa
1987_4,1987,4,Monaco Grand Prix,5/31/1987,,monaco
1987_5,1987,5,Detroit Grand Prix,6/21/1987,,detroit
1987_6,1987,6,French Grand Prix,7/5/1987,,ricard
1987_7,1987,7,British Grand Prix,7/12/1987,,silverstone
1987_8,1987,8,German Grand Prix,7/26/1987,,hockenheimring
1987_9,1987,9,Hungarian Grand Prix,8/9/1987,,hungaroring
1987_10,1987,10,Austrian Grand Prix,8/16/1987,,red_bull_ring
1987_11,1987,11,Italian Grand Prix,9/6/1987,,monza
1987_12,1987,12,Portuguese Grand Prix,9/20/1987,,estoril
1987_13,1987,13,Spanish Grand Prix,9/27/1987,,jerez
1987_14,1987,14,Mexican Grand Prix,10/18/1987,,rodriguez
1987_15,1987,15,Japanese Grand Prix,11/1/1987,,suzuka
1987_16,1987,16,Australian Grand Prix,11/15/1987,,adelaide
1988_1,1988,1,Brazilian Grand Prix,4/3/1988,,jacarepagua
1988_2,1988,2,San Marino Grand Prix,5/1/1988,,imola
1988_3,1988,3,Monaco Grand Prix,5/15/1988,,monaco
1988_4,1988,4,Mexican Grand Prix,5/29/1988,,rodriguez
1988_5,1988,5,Canadian Grand Prix,6/12/1988,,villeneuve
1988_6,1988,6,Detroit Grand Prix,6/19/1988,,detroit
1988_7,1988,7,French Grand Prix,7/3/1988,,ricard
1988_8,1988,8,British Grand Prix,7/10/1988,,silverstone
1988_9,1988,9,German Grand Prix,7/24/1988,,hockenheimring
1988_10,1988,10,Hungarian Grand Prix,8/7/1988,,hungaroring
1988_11,1988,11,Belgian Grand Prix,8/28/1988,,spa
1988_12,1988,12,Italian Grand Prix,9/11/1988,,monza
1988_13,1988,13,Portuguese Grand Prix,9/25/1988,,estoril
1988_14,1988,14,Spanish Grand Prix,10/2/1988,,jerez
1988_15,1988,15,Japanese Grand Prix,10/30/1988,,suzuka
1988_16,1988,16,Australian Grand Prix,11/13/1988,,adelaide
1989_1,1989,1,Brazilian Grand Prix,3/26/1989,,jacarepagua
1989_2,1989,2,San Marino Grand Prix,4/23/1989,,imola
1989_3,1989,3,Monaco Grand Prix,5/7/1989,,monaco
1989_4,1989,4,Mexican Grand Prix,5/28/1989,,rodriguez
1989_5,1989,5,United States Grand Prix,6/4/1989,,phoenix
1989_6,1989,6,Canadian Grand Prix,6/18/1989,,villeneuve
1989_7,1989,7,French Grand Prix,7/9/1989,,ricard
1989_8,1989,8,British Grand Prix,7/16/1989,,silverstone
1989_9,1989,9,German Grand Prix,7/30/1989,,hockenheimring
1989_10,1989,10,Hungarian Grand Prix,8/13/1989,,hungaroring
1989_11,1989,11,Belgian Grand Prix,8/27/1989,,spa
1989_12,1989,12,Italian Grand Prix,9/10/1989,,monza
1989_13,1989,13,Portuguese Grand Prix,9/24/1989,,estoril
1989_14,1989,14,Spanish Grand Prix,10/1/1989,,jerez
1989_15,1989,15,Japanese Grand Prix,10/22/1989,,suzuka
1989_16,1989,16,Australian Grand Prix,11/5/1989,,adelaide
1990_1,1990,1,United States Grand Prix,3/11/1990,,phoenix
1990_2,1990,2,Brazilian Grand Prix,3/25/1990,,interlagos
1990_3,1990,3,San Marino Grand Prix,5/13/1990,,imola
1990_4,1990,4,Monaco Grand Prix,5/27/1990,,monaco
1990_5,1990,5,Canadian Grand Prix,6/10/1990,,villeneuve
1990_6,1990,6,Mexican Grand Prix,6/24/1990,,rodriguez
1990_7,1990,7,French Grand Prix,7/8/1990,,ricard
1990_8,1990,8,British Grand Prix,7/15/1990,,silverstone
1990_9,1990,9,German Grand Prix,7/29/1990,,hockenheimring
1990_10,1990,10,Hungarian Grand Prix,8/12/1990,,hungaroring
1990_11,1990,11,Belgian Grand Prix,8/26/1990,,spa
1990_12,1990,12,Italian Grand Prix,9/9/1990,,monza
1990_13,1990,13,Portuguese Grand Prix,9/23/1990,,estoril
1990_14,1990,14,Spanish Grand Prix,9/30/1990,,jerez
1990_15,1990,15,Japanese Grand Prix,10/21/1990,,suzuka
1990_16,1990,16,Australian Grand Prix,11/4/1990,,adelaide
1991_1,1991,1,United States Grand Prix,3/10/1991,,phoenix
1991_2,1991,2,Brazilian Grand Prix,3/24/1991,,interlagos
1991_3,1991,3,San Marino Grand Prix,4/28/1991,,imola
1991_4,1991,4,Monaco Grand Prix,5/12/1991,,monaco
1991_5,1991,5,Canadian Grand Prix,6/2/1991,,villeneuve
1991_6,1991,6,Mexican Grand Prix,6/16/1991,,rodriguez
1991_7,1991,7,French Grand Prix,7/7/1991,,magny_cours
1991_8,1991,8,British Grand Prix,7/14/1991,,silverstone
1991_9,1991,9,German Grand Prix,7/28/1991,,hockenheimring
1991_10,1991,10,Hungarian Grand Prix,8/11/1991,,hungaroring
1991_11,1991,11,Belgian Grand Prix,8/25/1991,,spa
1991_12,1991,12,Italian Grand Prix,9/8/1991,,monza
1991_13,1991,13,Portuguese Grand Prix,9/22/1991,,estoril
1991_14,1991,14,Spanish Grand Prix,9/29/1991,,catalunya
1991_15,1991,15,Japanese Grand Prix,10/20/1991,,suzuka
1991_16,1991,16,Australian Grand Prix,11/3/1991,,adelaide
1992_1,1992,1,South African Grand Prix,3/1/1992,,kyalami
1992_2,1992,2,Mexican Grand Prix,3/22/1992,,rodriguez
1992_3,1992,3,Brazilian Grand Prix,4/5/1992,,interlagos
1992_4,1992,4,Spanish Grand Prix,5/3/1992,,catalunya
1992_5,1992,5,San Marino Grand Prix,5/17/1992,,imola
1992_6,1992,6,Monaco Grand Prix,5/31/1992,,monaco
1992_7,1992,7,Canadian Grand Prix,6/14/1992,,villeneuve
1992_8,1992,8,French Grand Prix,7/5/1992,,magny_cours
1992_9,1992,9,British Grand Prix,7/12/1992,,silverstone
1992_10,1992,10,German Grand Prix,7/26/1992,,hockenheimring
1992_11,1992,11,Hungarian Grand Prix,8/16/1992,,hungaroring
1992_12,1992,12,Belgian Grand Prix,8/30/1992,,spa
1992_13,1992,13,Italian Grand Prix,9/13/1992,,monza
1992_14,1992,14,Portuguese Grand Prix,9/27/1992,,estoril
1992_15,1992,15,Japanese Grand Prix,10/25/1992,,suzuka
1992_16,1992,16,Australian Grand Prix,11/8/1992,,adelaide
1993_1,1993,1,South African Grand Prix,3/14/1993,,kyalami
1993_2,1993,2,Brazilian Grand Prix,3/28/1993,,interlagos
1993_3,1993,3,European Grand Prix,4/11/1993,,donington
1993_4,1993,4,San Marino Grand Prix,4/25/1993,,imola
1993_5,1993,5,Spanish Grand Prix,5/9/1993,,catalunya
1993_6,1993,6,Monaco Grand Prix,5/23/1993,,monaco
1993_7,1993,7,Canadian Grand Prix,6/13/1993,,villeneuve
1993_8,1993,8,French Grand Prix,7/4/1993,,magny_cours
1993_9,1993,9,British Grand Prix,7/11/1993,,silverstone
1993_10,1993,10,German Grand Prix,7/25/1993,,hockenheimring
1993_11,1993,11,Hungarian Grand Prix,8/15/1993,,hungaroring
1993_12,1993,12,Belgian Grand Prix,8/29/1993,,spa
1993_13,1993,13,Italian Grand Prix,9/12/1993,,monza
1993_14,1993,14,Portuguese Grand Prix,9/26/1993,,estoril
1993_15,1993,15,Japanese Grand Prix,10/24/1993,,suzuka
1993_16,1993,16,Australian Grand Prix,11/7/1993,,adelaide
1994_1,1994,1,Brazilian Grand Prix,3/27/1994,,interlagos
1994_2,1994,2,Pacific Grand Prix,4/17/1994,,okayama
1994_3,1994,3,San Marino Grand Prix,5/1/1994,,imola
1994_4,1994,4,Monaco Grand Prix,5/15/1994,,monaco
1994_5,1994,5,Spanish Grand Prix,5/29/1994,,catalunya
1994_6,1994,6,Canadian Grand Prix,6/12/1994,,villeneuve
1994_7,1994,7,French Grand Prix,7/3/1994,,magny_cours
1994_8,1994,8,British Grand Prix,7/10/1994,,silverstone
1994_9,1994,9,German Grand Prix,7/31/1994,,hockenheimring
1994_10,1994,10,Hungarian Grand Prix,8/14/1994,,hungaroring
1994_11,1994,11,Belgian Grand Prix,8/28/1994,,spa
1994_12,1994,12,Italian Grand Prix,9/11/1994,,monza
1994_13,1994,13,Portuguese Grand Prix,9/25/1994,,estoril
1994_14,1994,14,European Grand Prix,10/16/1994,,jerez
1994_15,1994,15,Japanese Grand Prix,11/6/1994,,suzuka
1994_16,1994,16,Australian Grand Prix,11/13/1994,,adelaide
1995_1,1995,1,Brazilian Grand Prix,3/26/1995,,interlagos
1995_2,1995,2,Argentine Grand Prix,4/9/1995,,galvez
1995_3,1995,3,San Marino Grand Prix,4/30/1995,,imola
1995_4,1995,4,Spanish Grand Prix,5/14/1995,,catalunya
1995_5,1995,5,Monaco Grand Prix,5/28/1995,,monaco
1995_6,1995,6,Canadian Grand Prix,6/11/1995,,villeneuve
1995_7,1995,7,French Grand Prix,7/2/1995,,magny_cours
1995_8,1995,8,British Grand Prix,7/16/1995,,silverstone
1995_9,1995,9,German Grand Prix,7/30/1995,,hockenheimring
1995_10,1995,10,Hungarian Grand Prix,8/13/1995,,hungaroring
1995_11,1995,11,Belgian Grand Prix,8/27/1995,,spa
1995_12,1995,12,Italian Grand Prix,9/10/1995,,monza
1995_13,1995,13,Portuguese Grand Prix,9/24/1995,,estoril
1995_14,1995,14,European Grand Prix,10/1/1995,,nurburgring
1995_15,1995,15,Pacific Grand Prix,10/22/1995,,okayama
1995_16,1995,16,Japanese Grand Prix,10/29/1995,,suzuka
1995_17,1995,17,Australian Grand Prix,11/12/1995,,adelaide
1996_1,1996,1,Australian Grand Prix,3/10/1996,,albert_park
1996_2,1996,2,Brazilian Grand Prix,3/31/1996,,interlagos
1996_3,1996,3,Argentine Grand Prix,4/7/1996,,galvez
1996_4,1996,4,European Grand Prix,4/28/1996,,nurburgring
1996_5,1996,5,San Marino Grand Prix,5/5/1996,,imola
1996_6,1996,6,Monaco Grand Prix,5/19/1996,,monaco
1996_7,1996,7,Spanish Grand Prix,6/2/1996,,catalunya
1996_8,1996,8,Canadian Grand Prix,6/16/1996,,villeneuve
1996_9,1996,9,French Grand Prix,6/30/1996,,magny_cours
1996_10,1996,10,British Grand Prix,7/14/1996,,silverstone
1996_11,1996,11,German Grand Prix,7/28/1996,,hockenheimring
1996_12,1996,12,Hungarian Grand Prix,8/11/1996,,hungaroring
1996_13,1996,13,Belgian Grand Prix,8/25/1996,,spa
1996_14,1996,14,Italian Grand Prix,9/8/1996,,monza
1996_15,1996,15,Portuguese Grand Prix,9/22/1996,,estoril
1996_16,1996,16,Japanese Grand Prix,10/13/1996,,suzuka
1997_1,1997,1,Australian Grand Prix,3/9/1997,,albert_park
1997_2,1997,2,Brazilian Grand Prix,3/30/1997,,interlagos
1997_3,1997,3,Argentine Grand Prix,4/13/1997,,galvez
1997_4,1997,4,San Marino Grand Prix,4/27/1997,,imola
1997_5,1997,5,Monaco Grand Prix,5/11/1997,,monaco
1997_6,1997,6,Spanish Grand Prix,5/25/1997,,catalunya
1997_7,1997,7,Canadian Grand Prix,6/15/1997,,villeneuve
1997_8,1997,8,French Grand Prix,6/29/1997,,magny_cours
1997_9,1997,9,British Grand Prix,7/13/1997,,silverstone
1997_10,1997,10,German Grand Prix,7/27/1997,,hockenheimring
1997_11,1997,11,Hungarian Grand Prix,8/10/1997,,hungaroring
1997_12,1997,12,Belgian Grand Prix,8/24/1997,,spa
1997_13,1997,13,Italian Grand Prix,9/7/1997,,monza
1997_14,1997,14,Austrian Grand Prix,9/21/1997,,red_bull_ring
1997_15,1997,15,Luxembourg Grand Prix,9/28/1997,,nurburgring
1997_16,1997,16,Japanese Grand Prix,10/12/1997,,suzuka
1997_17,1997,17,European Grand Prix,10/26/1997,,jerez
1998_1,1998,1,Australian Grand Prix,3/8/1998,,albert_park
1998_2,1998,2,Brazilian Grand Prix,3/29/1998,,interlagos
1998_3,1998,3,Argentine Grand Prix,4/12/1998,,galvez
1998_4,1998,4,San Marino Grand Prix,4/26/1998,,imola
1998_5,1998,5,Spanish Grand Prix,5/10/1998,,catalunya
1998_6,1998,6,Monaco Grand Prix,5/24/1998,,monaco
1998_7,1998,7,Canadian Grand Prix,6/7/1998,,villeneuve
1998_8,1998,8,French Grand Prix,6/28/1998,,magny_cours
1998_9,1998,9,British Grand Prix,7/12/1998,,silverstone
1998_10,1998,10,Austrian Grand Prix,7/26/1998,,red_bull_ring
1998_11,1998,11,German Grand Prix,8/2/1998,,hockenheimring
1998_12,1998,12,Hungarian Grand Prix,8/16/1998,,hungaroring
1998_13,1998,13,Belgian Grand Prix,8/30/1998,,spa
1998_14,1998,14,Italian Grand Prix,9/13/1998,,monza
1998_15,1998,15,Luxembourg Grand Prix,9/27/1998,,nurburgring
1998_16,1998,16,Japanese Grand Prix,11/1/1998,,suzuka
1999_1,1999,1,Australian Grand Prix,3/7/1999,,albert_park
1999_2,1999,2,Brazilian Grand Prix,4/11/1999,,interlagos
1999_3,1999,3,San Marino Grand Prix,5/2/1999,,imola
1999_4,1999,4,Monaco Grand Prix,5/16/1999,,monaco
1999_5,1999,5,Spanish Grand Prix,5/30/1999,,catalunya
1999_6,1999,6,Canadian Grand Prix,6/13/1999,,villeneuve
1999_7,1999,7,French Grand Prix,6/27/1999,,magny_cours
1999_8,1999,8,British Grand Prix,7/11/1999,,silverstone
1999_9,1999,9,Austrian Grand Prix,7/25/1999,,red_bull_ring
1999_10,1999,10,German Grand Prix,8/1/1999,,hockenheimring
1999_11,1999,11,Hungarian Grand Prix,8/15/1999,,hungaroring
1999_12,1999,12,Belgian Grand Prix,8/29/1999,,spa
1999_13,1999,13,Italian Grand Prix,9/12/1999,,monza
1999_14,1999,14,European Grand Prix,9/26/1999,,nurburgring
1999_15,1999,15,Malaysian Grand Prix,10/17/1999,,sepang
1999_16,1999,16,Japanese Grand Prix,10/31/1999,,suzuka
2000_1,2000,1,Australian Grand Prix,3/12/2000,,albert_park
2000_2,2000,2,Brazilian Grand Prix,3/26/2000,,interlagos
2000_3,2000,3,San Marino Grand Prix,4/9/2000,,imola
2000_4,2000,4,British Grand Prix,4/23/2000,,silverstone
2000_5,2000,5,Spanish Grand Prix,5/7/2000,,catalunya
2000_6,2000,6,European Grand Prix,5/21/2000,,nurburgring
2000_7,2000,7,Monaco Grand Prix,6/4/2000,,monaco
2000_8,2000,8,Canadian Grand Prix,6/18/2000,,villeneuve
2000_9,2000,9,French Grand Prix,7/2/2000,,magny_cours
2000_10,2000,10,Austrian Grand Prix,7/16/2000,,red_bull_ring
2000_11,2000,11,German Grand Prix,7/30/2000,,hockenheimring
2000_12,2000,12,Hungarian Grand Prix,8/13/2000,,hungaroring
2000_13,2000,13,Belgian Grand Prix,8/27/2000,,spa
2000_14,2000,14,Italian Grand Prix,9/10/2000,,monza
2000_15,2000,15,United States Grand Prix,9/24/2000,,indianapolis
2000_16,2000,16,Japanese Grand Prix,10/8/2000,,suzuka
2000_17,2000,17,Malaysian Grand Prix,10/22/2000,,sepang
2001_1,2001,1,Australian Grand Prix,3/4/2001,,albert_park
2001_2,2001,2,Malaysian Grand Prix,3/18/2001,,sepang
2001_3,2001,3,Brazilian Grand Prix,4/1/2001,,interlagos
2001_4,2001,4,San Marino Grand Prix,4/15/2001,,imola
2001_5,2001,5,Spanish Grand Prix,4/29/2001,,catalunya
2001_6,2001,6,Austrian Grand Prix,5/13/2001,,red_bull_ring
2001_7,2001,7,Monaco Grand Prix,5/27/2001,,monaco
2001_8,2001,8,Canadian Grand Prix,6/10/2001,,villeneuve
2001_9,2001,9,European Grand Prix,6/24/2001,,nurburgring
2001_10,2001,10,French Grand Prix,7/1/2001,,magny_cours
2001_11,2001,11,British Grand Prix,7/15/2001,,silverstone
2001_12,2001,12,German Grand Prix,7/29/2001,,hockenheimring
2001_13,2001,13,Hungarian Grand Prix,8/19/2001,,hungaroring
2001_14,2001,14,Belgian Grand Prix,9/2/2001,,spa
2001_15,2001,15,Italian Grand Prix,9/16/2001,,monza
2001_16,2001,16,United States Grand Prix,9/30/2001,,indianapolis
2001_17,2001,17,Japanese Grand Prix,10/14/2001,,suzuka
2002_1,2002,1,Australian Grand Prix,3/3/2002,,albert_park
2002_2,2002,2,Malaysian Grand Prix,3/17/2002,,sepang
2002_3,2002,3,Brazilian Grand Prix,3/31/2002,,interlagos
2002_4,2002,4,San Marino Grand Prix,4/14/2002,,imola
2002_5,2002,5,Spanish Grand Prix,4/28/2002,,catalunya
2002_6,2002,6,Austrian Grand Prix,5/12/2002,,red_bull_ring
2002_7,2002,7,Monaco Grand Prix,5/26/2002,,monaco
2002_8,2002,8,Canadian Grand Prix,6/9/2002,,villeneuve
2002_9,2002,9,European Grand Prix,6/23/2002,,nurburgring
2002_10,2002,10,British Grand Prix,7/7/2002,,silverstone
2002_11,2002,11,French Grand Prix,7/21/2002,,magny_cours
2002_12,2002,12,German Grand Prix,7/28/2002,,hockenheimring
2002_13,2002,13,Hungarian Grand Prix,8/18/2002,,hungaroring
2002_14,2002,14,Belgian Grand Prix,9/1/2002,,spa
2002_15,2002,15,Italian Grand Prix,9/15/2002,,monza
2002_16,2002,16,United States Grand Prix,9/29/2002,,indianapolis
2002_17,2002,17,Japanese Grand Prix,10/13/2002,,suzuka
2003_1,2003,1,Australian Grand Prix,3/9/2003,,albert_park
2003_2,2003,2,Malaysian Grand Prix,3/23/2003,,sepang
2003_3,2003,3,Brazilian Grand Prix,4/6/2003,,interlagos
2003_4,2003,4,San Marino Grand Prix,4/20/2003,,imola
2003_5,2003,5,Spanish Grand Prix,5/4/2003,,catalunya
2003_6,2003,6,Austrian Grand Prix,5/18/2003,,red_bull_ring
2003_7,2003,7,Monaco Grand Prix,6/1/2003,,monaco
2003_8,2003,8,Canadian Grand Prix,6/15/2003,,villeneuve
2003_9,2003,9,European Grand Prix,6/29/2003,,nurburgring
2003_10,2003,10,French Grand Prix,7/6/2003,,magny_cours
2003_11,2003,11,British Grand Prix,7/20/2003,,silverstone
2003_12,2003,12,German Grand Prix,8/3/2003,,hockenheimring
2003_13,2003,13,Hungarian Grand Prix,8/24/2003,,hungaroring
2003_14,2003,14,Italian Grand Prix,9/14/2003,,monza
2003_15,2003,15,United States Grand Prix,9/28/2003,,indianapolis
2003_16,2003,16,Japanese Grand Prix,10/12/2003,,suzuka
2004_1,2004,1,Australian Grand Prix,3/7/2004,,albert_park
2004_2,2004,2,Malaysian Grand Prix,3/21/2004,,sepang
2004_3,2004,3,Bahrain Grand Prix,4/4/2004,,bahrain
2004_4,2004,4,San Marino Grand Prix,4/25/2004,,imola
2004_5,2004,5,Spanish Grand Prix,5/9/2004,,catalunya
2004_6,2004,6,Monaco Grand Prix,5/23/2004,,monaco
2004_7,2004,7,European Grand Prix,5/30/2004,,nurburgring
2004_8,2004,8,Canadian Grand Prix,6/13/2004,,villeneuve
2004_9,2004,9,United States Grand Prix,6/20/2004,,indianapolis
2004_10,2004,10,French Grand Prix,7/4/2004,,magny_cours
2004_11,2004,11,British Grand Prix,7/11/2004,,silverstone
2004_12,2004,12,German Grand Prix,7/25/2004,,hockenheimring
2004_13,2004,13,Hungarian Grand Prix,8/15/2004,,hungaroring
2004_14,2004,14,Belgian Grand Prix,8/29/2004,,spa
2004_15,2004,15,Italian Grand Prix,9/12/2004,,monza
2004_16,2004,16,Chinese Grand Prix,9/26/2004,,shanghai
2004_17,2004,17,Japanese Grand Prix,10/10/2004,,suzuka
2004_18,2004,18,Brazilian Grand Prix,10/24/2004,,interlagos
2005_1,2005,1,Australian Grand Prix,3/6/2005,14:00:00Z,albert_park
2005_2,2005,2,Malaysian Grand Prix,3/20/2005,15:00:00Z,sepang
2005_3,2005,3,Bahrain Grand Prix,4/3/2005,14:30:00Z,bahrain
2005_4,2005,4,San Marino Grand Prix,4/24/2005,14:00:00Z,imola
2005_5,2005,5,Spanish Grand Prix,5/8/2005,14:00:00Z,catalunya
2005_6,2005,6,Monaco Grand Prix,5/22/2005,14:00:00Z,monaco
2005_7,2005,7,European Grand Prix,5/29/2005,14:00:00Z,nurburgring
2005_8,2005,8,Canadian Grand Prix,6/12/2005,13:00:00Z,villeneuve
2005_9,2005,9,United States Grand Prix,6/19/2005,14:00:00Z,indianapolis
2005_10,2005,10,French Grand Prix,7/3/2005,14:00:00Z,magny_cours
2005_11,2005,11,British Grand Prix,7/10/2005,14:00:00Z,silverstone
2005_12,2005,12,German Grand Prix,7/24/2005,14:00:00Z,hockenheimring
2005_13,2005,13,Hungarian Grand Prix,7/31/2005,14:00:00Z,hungaroring
2005_14,2005,14,Turkish Grand Prix,8/21/2005,15:00:00Z,istanbul
2005_15,2005,15,Italian Grand Prix,9/4/2005,14:00:00Z,monza
2005_16,2005,16,Belgian Grand Prix,9/11/2005,14:00:00Z,spa
2005_17,2005,17,Brazilian Grand Prix,9/25/2005,14:00:00Z,interlagos
2005_18,2005,18,Japanese Grand Prix,10/9/2005,14:00:00Z,suzuka
2005_19,2005,19,Chinese Grand Prix,10/16/2005,14:00:00Z,shanghai
2006_1,2006,1,Bahrain Grand Prix,3/12/2006,14:30:00Z,bahrain
2006_2,2006,2,Malaysian Grand Prix,3/19/2006,15:00:00Z,sepang
2006_3,2006,3,Australian Grand Prix,4/2/2006,14:00:00Z,albert_park
2006_4,2006,4,San Marino Grand Prix,4/23/2006,14:00:00Z,imola
2006_5,2006,5,European Grand Prix,5/7/2006,14:00:00Z,nurburgring
2006_6,2006,6,Spanish Grand Prix,5/14/2006,14:00:00Z,catalunya
2006_7,2006,7,Monaco Grand Prix,5/28/2006,14:00:00Z,monaco
2006_8,2006,8,British Grand Prix,6/11/2006,12:00:00Z,silverstone
2006_9,2006,9,Canadian Grand Prix,6/25/2006,13:00:00Z,villeneuve
2006_10,2006,10,United States Grand Prix,7/2/2006,14:00:00Z,indianapolis
2006_11,2006,11,French Grand Prix,7/16/2006,14:00:00Z,magny_cours
2006_12,2006,12,German Grand Prix,7/30/2006,14:00:00Z,hockenheimring
2006_13,2006,13,Hungarian Grand Prix,8/6/2006,14:00:00Z,hungaroring
2006_14,2006,14,Turkish Grand Prix,8/27/2006,15:00:00Z,istanbul
2006_15,2006,15,Italian Grand Prix,9/10/2006,14:00:00Z,monza
2006_16,2006,16,Chinese Grand Prix,10/1/2006,14:00:00Z,shanghai
2006_17,2006,17,Japanese Grand Prix,10/8/2006,14:00:00Z,suzuka
2006_18,2006,18,Brazilian Grand Prix,10/22/2006,14:00:00Z,interlagos
2007_1,2007,1,Australian Grand Prix,3/18/2007,03:00:00Z,albert_park
2007_2,2007,2,Malaysian Grand Prix,4/8/2007,07:00:00Z,sepang
2007_3,2007,3,Bahrain Grand Prix,4/15/2007,11:30:00Z,bahrain
2007_4,2007,4,Spanish Grand Prix,5/13/2007,12:00:00Z,catalunya
2007_5,2007,5,Monaco Grand Prix,5/27/2007,12:00:00Z,monaco
2007_6,2007,6,Canadian Grand Prix,6/10/2007,17:00:00Z,villeneuve
2007_7,2007,7,United States Grand Prix,6/17/2007,17:00:00Z,indianapolis
2007_8,2007,8,French Grand Prix,7/1/2007,12:00:00Z,magny_cours
2007_9,2007,9,British Grand Prix,7/8/2007,12:00:00Z,silverstone
2007_10,2007,10,European Grand Prix,7/22/2007,12:00:00Z,nurburgring
2007_11,2007,11,Hungarian Grand Prix,8/5/2007,12:00:00Z,hungaroring
2007_12,2007,12,Turkish Grand Prix,8/26/2007,12:00:00Z,istanbul
2007_13,2007,13,Italian Grand Prix,9/9/2007,12:00:00Z,monza
2007_14,2007,14,Belgian Grand Prix,9/16/2007,12:00:00Z,spa
2007_15,2007,15,Japanese Grand Prix,9/30/2007,04:30:00Z,fuji
2007_16,2007,16,Chinese Grand Prix,10/7/2007,06:00:00Z,shanghai
2007_17,2007,17,Brazilian Grand Prix,10/21/2007,16:00:00Z,interlagos
2008_1,2008,1,Australian Grand Prix,3/16/2008,04:30:00Z,albert_park
2008_2,2008,2,Malaysian Grand Prix,3/23/2008,07:00:00Z,sepang
2008_3,2008,3,Bahrain Grand Prix,4/6/2008,11:30:00Z,bahrain
2008_4,2008,4,Spanish Grand Prix,4/27/2008,12:00:00Z,catalunya
2008_5,2008,5,Turkish Grand Prix,5/11/2008,12:00:00Z,istanbul
2008_6,2008,6,Monaco Grand Prix,5/25/2008,12:00:00Z,monaco
2008_7,2008,7,Canadian Grand Prix,6/8/2008,17:00:00Z,villeneuve
2008_8,2008,8,French Grand Prix,6/22/2008,12:00:00Z,magny_cours
2008_9,2008,9,British Grand Prix,7/6/2008,12:00:00Z,silverstone
2008_10,2008,10,German Grand Prix,7/20/2008,12:00:00Z,hockenheimring
2008_11,2008,11,Hungarian Grand Prix,8/3/2008,12:00:00Z,hungaroring
2008_12,2008,12,European Grand Prix,8/24/2008,12:00:00Z,valencia
2008_13,2008,13,Belgian Grand Prix,9/7/2008,12:00:00Z,spa
2008_14,2008,14,Italian Grand Prix,9/14/2008,12:00:00Z,monza
2008_15,2008,15,Singapore Grand Prix,9/28/2008,12:00:00Z,marina_bay
2008_16,2008,16,Japanese Grand Prix,10/12/2008,04:30:00Z,fuji
2008_17,2008,17,Chinese Grand Prix,10/19/2008,07:00:00Z,shanghai
2008_18,2008,18,Brazilian Grand Prix,11/2/2008,17:00:00Z,interlagos
2009_1,2009,1,Australian Grand Prix,3/29/2009,06:00:00Z,albert_park
2009_2,2009,2,Malaysian Grand Prix,4/5/2009,09:00:00Z,sepang
2009_3,2009,3,Chinese Grand Prix,4/19/2009,07:00:00Z,shanghai
2009_4,2009,4,Bahrain Grand Prix,4/26/2009,12:00:00Z,bahrain
2009_5,2009,5,Spanish Grand Prix,5/10/2009,12:00:00Z,catalunya
2009_6,2009,6,Monaco Grand Prix,5/24/2009,12:00:00Z,monaco
2009_7,2009,7,Turkish Grand Prix,6/7/2009,12:00:00Z,istanbul
2009_8,2009,8,British Grand Prix,6/21/2009,12:00:00Z,silverstone
2009_9,2009,9,German Grand Prix,7/12/2009,12:00:00Z,nurburgring
2009_10,2009,10,Hungarian Grand Prix,7/26/2009,12:00:00Z,hungaroring
2009_11,2009,11,European Grand Prix,8/23/2009,12:00:00Z,valencia
2009_12,2009,12,Belgian Grand Prix,8/30/2009,12:00:00Z,spa
2009_13,2009,13,Italian Grand Prix,9/13/2009,12:00:00Z,monza
2009_14,2009,14,Singapore Grand Prix,9/27/2009,12:00:00Z,marina_bay
2009_15,2009,15,Japanese Grand Prix,10/4/2009,05:00:00Z,suzuka
2009_16,2009,16,Brazilian Grand Prix,10/18/2009,16:00:00Z,interlagos
2009_17,2009,17,Abu Dhabi Grand Prix,11/1/2009,11:00:00Z,yas_marina
2010_1,2010,1,Bahrain Grand Prix,3/14/2010,12:00:00Z,bahrain
2010_2,2010,2,Australian Grand Prix,3/28/2010,06:00:00Z,albert_park
2010_3,2010,3,Malaysian Grand Prix,4/4/2010,08:00:00Z,sepang
2010_4,2010,4,Chinese Grand Prix,4/18/2010,06:00:00Z,shanghai
